[CAT=list]	Statystyki kobiet w Pucharze Świata w biathlonie 2012/2013	Statystyki mężczyzn w Pucharze Świata w biathlonie 2012/2013	None
[CAT=sport]	Klubowe Mistrzostwa Świata w piłce siatkowej kobiet 2018	Klubowe Mistrzostwa Świata w piłce siatkowej mężczyzn 2018	None
[CAT=sport]	Klubowe Mistrzostwa Świata w piłce siatkowej kobiet 2019	Klubowe Mistrzostwa Świata w piłce siatkowej mężczyzn 2019	None
[CAT=sport]	Klubowe mistrzostwa Ameryki Południowej w piłce siatkowej kobiet	Klubowe mistrzostwa Ameryki Południowej w piłce siatkowej mężczyzn	None
[CAT=sport]	Klubowe mistrzostwa świata w piłce siatkowej kobiet	Klubowe mistrzostwa świata w piłce siatkowej mężczyzn	None
[CAT=sport]	Kobieca reprezentacja Polski na mistrzostwach Europy w curlingu	Męska reprezentacja Polski na mistrzostwach Europy w curlingu	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2008 – BMX kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2008 – BMX mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2008 – Cross-Country kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2008 – Cross-Country mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2008 – indywidualna jazda na czas kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2008 – indywidualna jazda na czas mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2008 – sprint kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2008 – sprint mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2008 – wyścig indywidualny na dochodzenie kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2008 – wyścig indywidualny na dochodzenie mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2008 – wyścig indywidualny ze startu wspólnego kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2008 – wyścig indywidualny ze startu wspólnego mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2008 – wyścig punktowy kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2008 – wyścig punktowy mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2012 – BMX kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2012 – BMX mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2012 – cross-country kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2012 – cross-country mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2012 – jazda indywidualna na czas kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2012 – jazda indywidualna na czas mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2012 – keirin kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2012 – keirin mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2012 – omnium kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2012 – omnium mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2012 – sprint drużynowy kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2012 – sprint drużynowy mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2012 – sprint kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2012 – sprint mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2012 – wyścig drużynowy kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2012 – wyścig drużynowy mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2012 – wyścig ze startu wspólnego kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2012 – wyścig ze startu wspólnego mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2016 – BMX kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2016 – BMX mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2016 – cross-country kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2016 – cross-country mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2016 – jazda indywidualna na czas kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2016 – jazda indywidualna na czas mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2016 – keirin kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2016 – keirin mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2016 – omnium kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2016 – omnium mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2016 – sprint drużynowy kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2016 – sprint drużynowy mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2016 – sprint kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2016 – sprint mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2016 – wyścig drużynowy kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2016 – wyścig drużynowy mężczyzn	None
[CAT=sport]	Kolarstwo na Letnich Igrzyskach Olimpijskich 2016 – wyścig ze startu wspólnego kobiet	Kolarstwo na Letnich Igrzyskach Olimpijskich 2016 – wyścig ze startu wspólnego mężczyzn	None
[CAT=sport]	Kolarstwo na Letniej Uniwersjadzie 2011 - BMX kobiet	Kolarstwo na Letniej Uniwersjadzie 2011 - BMX mężczyzn	None
[CAT=sport]	Kolarstwo na Letniej Uniwersjadzie 2011 - cross-country kobiet	Kolarstwo na Letniej Uniwersjadzie 2011 - cross-country mężczyzn	None
[CAT=sport]	Kolarstwo na Letniej Uniwersjadzie 2011 - wyścig ze startu wspólnego kobiet	Kolarstwo na Letniej Uniwersjadzie 2011 - wyścig ze startu wspólnego mężczyzn	None
[CAT=sport]	Kontynentalne kwalifikacje w piłce siatkowej kobiet do Letnich Igrzysk Olimpijskich 2016	Kontynentalne kwalifikacje w piłce siatkowej mężczyzn do Letnich Igrzysk Olimpijskich 2016	None
[CAT=sport]	Koszykówka na Letnich Igrzyskach Olimpijskich 2008 – turniej kobiet	Koszykówka na Letnich Igrzyskach Olimpijskich 2008 – turniej mężczyzn	None
[CAT=sport]	Koszykówka na Letnich Igrzyskach Olimpijskich 2012 – turniej kobiet	Koszykówka na Letnich Igrzyskach Olimpijskich 2012 – turniej mężczyzn	None
[CAT=sport]	Koszykówka na Letnich Igrzyskach Olimpijskich 2016 – turniej kobiet	Koszykówka na Letnich Igrzyskach Olimpijskich 2016 – turniej mężczyzn	None
[CAT=sport]	Koszykówka na Światowych Wojskowych Igrzyskach Sportowych 2019 – turniej kobiet	Koszykówka na Światowych Wojskowych Igrzyskach Sportowych 2019 – turniej mężczyzn	None
[CAT=sport]	Krajowe rekordy w długości skoku narciarskiego kobiet	Krajowe rekordy w długości skoku narciarskiego mężczyzn	None
[CAT=sport]	Kremlin Cup 2007 (kobiety)	Kremlin Cup 2007 (mężczyźni)	None
[CAT=sport]	Kremlin Cup 2008 (kobiety)	Kremlin Cup 2008 (mężczyźni)	None
[CAT=sport]	Kremlin Cup 2009 (kobiety)	Kremlin Cup 2009 (mężczyźni)	None
[CAT=sport]	Kremlin Cup 2010 (kobiety)	Kremlin Cup 2010 (mężczyźni)	None
[CAT=sport]	Kremlin Cup 2011 (kobiety)	Kremlin Cup 2011 (mężczyźni)	None
[CAT=sport]	Kremlin Cup 2012 (kobiety)	Kremlin Cup 2012 (mężczyźni)	None
[CAT=sport]	Kremlin Cup 2013 (kobiety)	Kremlin Cup 2013 (mężczyźni)	None
[CAT=sport]	Kremlin Cup 2014 (kobiety)	Kremlin Cup 2014 (mężczyźni)	None
[CAT=sport]	Kremlin Cup 2015 (kobiety)	Kremlin Cup 2015 (mężczyźni)	None
[CAT=sport]	Kremlin Cup 2016 (kobiety)	Kremlin Cup 2016 (mężczyźni)	None
[CAT=sport]	Kremlin Cup 2017 (kobiety)	Kremlin Cup 2017 (mężczyźni)	None
[CAT=sport]	Kremlin Cup 2018 (kobiety)	Kremlin Cup 2018 (mężczyźni)	None
[CAT=sport]	Kremlin Cup 2019 (kobiety)	Kremlin Cup 2019 (mężczyźni)	None
[CAT=sport]	Kwalifikacyjne turnieje interkontynentalne w piłce siatkowej kobiet do Letnich Igrzysk Olimpijskich 2016	Kwalifikacyjne turnieje interkontynentalne w piłce siatkowej mężczyzn do Letnich Igrzysk Olimpijskich 2016	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1928 – bieg na 100 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1928 – bieg na 100 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1928 – bieg na 800 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1928 – bieg na 800 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1928 – rzut dyskiem kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1928 – rzut dyskiem mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1928 – skok wzwyż kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1928 – skok wzwyż mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1928 – sztafeta 4 × 100 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1928 – sztafeta 4 × 100 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1964 – bieg na 100 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1964 – bieg na 100 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1964 – bieg na 200 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1964 – bieg na 200 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1964 – bieg na 400 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1964 – bieg na 400 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1964 – bieg na 800 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1964 – bieg na 800 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1964 – pchnięcie kulą kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1964 – pchnięcie kulą mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1964 – rzut dyskiem kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1964 – rzut dyskiem mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1964 – rzut oszczepem kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1964 – rzut oszczepem mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1964 – skok w dal kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1964 – skok w dal mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1964 – skok wzwyż kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1964 – skok wzwyż mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1964 – sztafeta 4 × 100 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1964 – sztafeta 4 × 100 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1972 – pchnięcie kulą kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1972 – pchnięcie kulą mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1980 – bieg na 100 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1980 – bieg na 100 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1980 – pchnięcie kulą kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 1980 – pchnięcie kulą mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2000 – rzut młotem kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2000 – rzut młotem mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2004 – rzut młotem kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2004 – rzut młotem mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2004 – skok w dal kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2004 – skok w dal mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2004 – trójskok kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2004 – trójskok mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – bieg na 10 000 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – bieg na 10 000 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – bieg na 1500 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – bieg na 1500 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – bieg na 3000 m z przeszkodami kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – bieg na 3000 m z przeszkodami mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – bieg na 400 m przez płotki kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – bieg na 400 m przez płotki mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – bieg na 5000 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – bieg na 5000 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – bieg na 800 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – bieg na 800 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – chód na 20 km kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – chód na 20 km mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – maraton kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – maraton mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – pchnięcie kulą kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – pchnięcie kulą mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – rzut dyskiem kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – rzut dyskiem mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – rzut młotem kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – rzut młotem mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – rzut oszczepem kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – rzut oszczepem mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – skok o tyczce kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – skok o tyczce mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – skok w dal kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – skok w dal mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – skok wzwyż kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – skok wzwyż mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – sztafeta 4 × 100 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – sztafeta 4 × 100 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – sztafeta 4 × 400 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – sztafeta 4 × 400 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – trójskok kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2008 – trójskok mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – bieg na 10 000 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – bieg na 10 000 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – bieg na 100 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – bieg na 100 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – bieg na 1500 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – bieg na 1500 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – bieg na 200 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – bieg na 200 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – bieg na 3000 m z przeszkodami kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – bieg na 3000 m z przeszkodami mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – bieg na 400 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – bieg na 400 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – bieg na 400 m przez płotki kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – bieg na 400 m przez płotki mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – bieg na 5000 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – bieg na 5000 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – bieg na 800 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – bieg na 800 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – chód na 20 km kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – chód na 20 km mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – maraton kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – maraton mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – pchnięcie kulą kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – pchnięcie kulą mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – rzut dyskiem kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – rzut dyskiem mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – rzut młotem kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – rzut młotem mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – rzut oszczepem kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – rzut oszczepem mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – skok o tyczce kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – skok o tyczce mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – skok w dal kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – skok w dal mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – skok wzwyż kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – skok wzwyż mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – sztafeta 4 × 100 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – sztafeta 4 × 100 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – sztafeta 4 × 400 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – sztafeta 4 × 400 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – trójskok kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2012 – trójskok mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2016 – bieg na 10 000 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2016 – bieg na 10 000 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2016 – bieg na 100 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2016 – bieg na 100 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2016 – bieg na 1500 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2016 – bieg na 1500 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2016 – bieg na 200 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2016 – bieg na 200 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2016 – bieg na 3000 m z przeszkodami kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2016 – bieg na 3000 m z przeszkodami mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2016 – bieg na 400 m kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2016 – bieg na 400 m mężczyzn	None
[CAT=sport]	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2016 – bieg na 400 m przez płotki kobiet	Lekkoatletyka na Letnich Igrzyskach Olimpijskich 2016 – bieg na 400 m przez płotki mężczyzn	None
